rate	block	order	mode	variant	instrumented	valid	accepted_pps	loss	conservation	cycles_per_pkt	l2_fills_per_pkt	ccx_fills_per_pkt	dram_fills_per_pkt	invalid_reasons	file
13500000	1	1	native	read-data	1	True	7808993.3	0.420693	1.0	408.37	0.6525	0.4617	1.0455	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T122425Z_xdp_drop_13500000.json
13500000	1	2	skb	no-touch	1	True	1209356.6	0.91006	1.0	2640.84	5.7797	0.684	0.9528	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T122512Z_xdp_drop_13500000.json
13500000	1	3	skb	read-data	1	True	1212554.2	0.909643	1.0	2633.93	4.5461	0.6804	0.9465	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T122600Z_xdp_drop_13500000.json
13500000	1	4	native	no-touch	1	True	13493997.1	0.0	1.0	234.49	0.3699	0.7433	0.162	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T122648Z_xdp_drop_13500000.json
8500000	1	1	native	read-data	1	True	7886866.0	0.072073	1.0	404.41	0.6524	0.4381	1.027	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T122736Z_xdp_drop_8500000.json
8500000	1	2	skb	read-data	1	True	1213860.0	0.857037	1.0	2631.05	4.584	0.6884	0.9472	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T122823Z_xdp_drop_8500000.json
8500000	1	3	native	no-touch	1	True	8498571.8	0.0	1.0	283.05	0.5686	0.7215	0.1442	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T122911Z_xdp_drop_8500000.json
8500000	1	4	skb	no-touch	1	True	1209184.1	0.857589	1.0	2641.23	5.6988	0.7111	0.9675	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T122959Z_xdp_drop_8500000.json
1000000	1	1	native	no-touch	1	True	1000011.3	0.0	1.0	415.88	0.486	0.7462	0.1621	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T123046Z_xdp_drop_1000000.json
1000000	1	2	skb	read-data	1	True	1000008.2	0.0	1.0	2812.3	6.7121	0.8	0.9277	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T123134Z_xdp_drop_1000000.json
1000000	1	3	skb	no-touch	1	True	1000007.2	0.0	1.0	2812.65	6.4754	0.8027	0.9274	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T123222Z_xdp_drop_1000000.json
1000000	1	4	native	read-data	1	True	1000007.2	0.0	1.0	581.36	0.5994	0.7334	1.0576	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T123310Z_xdp_drop_1000000.json
3500000	1	1	native	no-touch	1	True	3500032.2	0.0	1.0	423.11	0.5505	0.751	0.1598	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T123358Z_xdp_drop_3500000.json
3500000	1	2	skb	no-touch	1	True	1206514.6	0.655289	1.0	2647.15	4.4331	0.7488	1.1049	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T123445Z_xdp_drop_3500000.json
3500000	1	3	skb	read-data	1	True	1205314.9	0.655627	1.0	2649.7	4.5526	0.7459	1.0979	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T123533Z_xdp_drop_3500000.json
3500000	1	4	native	read-data	1	True	3500033.7	0.0	1.0	569.5	0.6367	0.718	1.0028	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T123621Z_xdp_drop_3500000.json
6500000	1	1	skb	no-touch	1	True	1213578.7	0.813297	1.0	2631.71	5.9955	0.6476	0.9399	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T123708Z_xdp_drop_6500000.json
6500000	1	2	native	no-touch	1	True	6500183.1	0.0	1.0	331.45	0.5415	0.5963	0.1341	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T123756Z_xdp_drop_6500000.json
6500000	1	3	skb	read-data	1	True	1210908.7	0.813713	1.0	2637.53	5.8113	0.6205	0.9255	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T123844Z_xdp_drop_6500000.json
6500000	1	4	native	read-data	1	True	6500149.9	0.0	1.0	409.71	0.5236	0.61	0.8321	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T123932Z_xdp_drop_6500000.json
250000	1	1	skb	read-data	1	True	249999.8	0.0	1.0	2969.18	7.3293	0.9587	1.0769	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T124019Z_xdp_drop_250000.json
250000	1	2	native	no-touch	1	True	249999.6	0.0	1.0	525.5	0.5346	0.7592	0.1421	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T124107Z_xdp_drop_250000.json
250000	1	3	native	read-data	1	True	250001.1	0.0	1.0	679.29	0.6148	0.7911	1.0775	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T124155Z_xdp_drop_250000.json
250000	1	4	skb	no-touch	1	True	250001.5	0.0	1.0	2928.87	7.5817	0.7983	0.9217	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T124243Z_xdp_drop_250000.json
14500000	1	1	skb	no-touch	1	True	1211127.8	0.915234	1.0	2637.02	5.1846	0.6895	0.9472	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T124330Z_xdp_drop_14500000.json
14500000	1	2	native	read-data	1	True	8122966.2	0.437848	1.0	392.88	0.6563	0.4091	0.9553	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T124418Z_xdp_drop_14500000.json
14500000	1	3	native	no-touch	1	True	13924746.7	0.038525	1.0	229.36	0.5892	0.3876	0.1255	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T124506Z_xdp_drop_14500000.json
14500000	1	4	skb	read-data	1	True	1214043.4	0.914912	1.0	2630.72	5.9918	0.6604	0.9368	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T124554Z_xdp_drop_14500000.json
9000000	1	1	native	no-touch	1	True	9000609.9	0.0	1.0	273.87	0.498	0.6049	0.1349	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T124641Z_xdp_drop_9000000.json
9000000	1	2	skb	read-data	1	True	1208373.2	0.865743	1.0	2643.03	5.8714	0.674	0.95	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T124729Z_xdp_drop_9000000.json
9000000	1	3	native	read-data	1	True	7690241.2	0.145584	1.0	414.83	0.659	0.4278	1.0156	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T124817Z_xdp_drop_9000000.json
9000000	1	4	skb	no-touch	1	True	1210343.1	0.865527	1.0	2638.69	4.9727	0.6877	0.9568	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T124905Z_xdp_drop_9000000.json
1500000	1	1	native	read-data	1	True	1500003.0	0.0	1.0	581.61	0.551	0.7012	1.0183	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T124952Z_xdp_drop_1500000.json
1500000	1	2	skb	read-data	1	True	1210662.9	0.192893	1.0	2638.06	5.0408	0.6581	0.9511	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T125040Z_xdp_drop_1500000.json
1500000	1	3	skb	no-touch	1	True	1215474.2	0.189685	1.0	2627.55	4.5428	0.6552	0.9458	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T125128Z_xdp_drop_1500000.json
1500000	1	4	native	no-touch	1	True	1499996.9	0.0	1.0	425.93	0.505	0.7394	0.0782	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T125215Z_xdp_drop_1500000.json
4500000	1	1	native	read-data	1	True	4499996.8	0.0	1.0	515.19	0.5498	0.7778	1.0502	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T125303Z_xdp_drop_4500000.json
4500000	1	2	skb	read-data	1	True	1210165.3	0.731078	1.0	2639.12	6.1033	0.6802	0.9428	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T125351Z_xdp_drop_4500000.json
4500000	1	3	skb	no-touch	1	True	1211294.9	0.730825	1.0	2636.62	5.8969	0.6695	0.9554	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T125438Z_xdp_drop_4500000.json
4500000	1	4	native	no-touch	1	True	4500004.7	0.0	1.0	403.12	0.5231	0.7348	0.144	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T125526Z_xdp_drop_4500000.json
8000000	1	1	native	read-data	1	True	7871758.6	0.016028	1.0	405.34	0.6692	0.4359	1.0227	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T125614Z_xdp_drop_8000000.json
8000000	1	2	skb	read-data	1	True	1210464.2	0.848693	1.0	2638.45	5.93	0.6746	0.9456	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T125702Z_xdp_drop_8000000.json
8000000	1	3	native	no-touch	1	True	7999939.0	0.0	1.0	298.13	0.5717	0.7421	0.1533	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T125750Z_xdp_drop_8000000.json
8000000	1	4	skb	no-touch	1	True	1209743.0	0.848784	1.0	2640.01	5.3985	0.6789	0.947	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T125837Z_xdp_drop_8000000.json
11000000	1	1	skb	read-data	1	True	1212398.6	0.889769	1.0	2634.14	4.9853	0.6744	0.9492	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T125925Z_xdp_drop_11000000.json
11000000	1	2	native	read-data	1	True	7704107.2	0.299648	1.0	413.91	0.661	0.4221	1.0007	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T130013Z_xdp_drop_11000000.json
11000000	1	3	skb	no-touch	1	True	1204800.4	0.890479	1.0	2650.86	5.0342	0.7411	1.0736	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T130100Z_xdp_drop_11000000.json
11000000	1	4	native	no-touch	1	True	11000239.6	0.0	1.0	254.83	0.445	0.8149	0.1538	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T130148Z_xdp_drop_11000000.json
2000000	1	1	native	read-data	1	True	1999989.9	0.0	1.0	592.34	0.5567	0.7885	1.0595	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T130236Z_xdp_drop_2000000.json
2000000	1	2	skb	no-touch	1	True	1213879.4	0.393058	1.0	2631.06	4.7816	0.6839	0.9459	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T130324Z_xdp_drop_2000000.json
2000000	1	3	skb	read-data	1	True	1211678.8	0.394158	1.0	2635.83	4.9618	0.6761	0.9474	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T130411Z_xdp_drop_2000000.json
2000000	1	4	native	no-touch	1	True	1999981.1	0.0	1.0	421.76	0.5058	0.7461	0.1961	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T130459Z_xdp_drop_2000000.json
5500000	1	1	native	no-touch	1	True	5500195.7	0.0	1.0	365.9	0.5828	0.7508	0.1906	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T130547Z_xdp_drop_5500000.json
5500000	1	2	native	read-data	1	True	5500192.5	0.0	1.0	456.82	0.5598	0.7545	1.0412	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T130634Z_xdp_drop_5500000.json
5500000	1	3	skb	no-touch	1	True	1203691.1	0.781158	1.0	2653.33	5.0186	0.6729	0.9438	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T130722Z_xdp_drop_5500000.json
5500000	1	4	skb	read-data	1	True	1202786.1	0.781322	1.0	2655.27	4.812	0.6713	0.9395	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T130810Z_xdp_drop_5500000.json
9500000	1	1	skb	read-data	1	True	1210046.7	0.872622	1.0	2639.35	4.8609	0.667	0.9396	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T130857Z_xdp_drop_9500000.json
9500000	1	2	skb	no-touch	1	True	1211517.2	0.872468	1.0	2636.21	4.7769	0.669	0.9396	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T130945Z_xdp_drop_9500000.json
9500000	1	3	native	no-touch	1	True	9499513.0	0.0	1.0	266.95	0.537	0.7468	0.1496	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T131033Z_xdp_drop_9500000.json
9500000	1	4	native	read-data	1	True	7680067.1	0.191533	1.0	415.18	0.6588	0.4352	1.0001	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T131121Z_xdp_drop_9500000.json
10500000	1	1	native	read-data	1	True	7630794.6	0.273224	1.0	417.99	0.6649	0.431	1.0229	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T131209Z_xdp_drop_10500000.json
10500000	1	2	skb	no-touch	1	True	1204522.3	0.885282	1.0	2651.49	5.0015	0.7845	1.0989	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T131256Z_xdp_drop_10500000.json
10500000	1	3	native	no-touch	1	True	10499521.9	0.0	1.0	257.02	0.5017	0.7642	0.1559	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T131344Z_xdp_drop_10500000.json
10500000	1	4	skb	read-data	1	True	1210762.9	0.884683	1.0	2637.78	5.9236	0.6685	0.943	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T131432Z_xdp_drop_10500000.json
13000000	1	1	skb	read-data	1	True	1209092.2	0.906737	1.0	2641.42	4.8841	0.6666	0.9495	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T131519Z_xdp_drop_13000000.json
13000000	1	2	native	no-touch	1	True	12997260.7	0.0	1.0	239.73	0.3935	0.7795	0.1604	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T131607Z_xdp_drop_13000000.json
13000000	1	3	skb	no-touch	1	True	1209472.6	0.906731	1.0	2640.6	5.9448	0.7764	1.0721	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T131655Z_xdp_drop_13000000.json
13000000	1	4	native	read-data	1	True	7875326.2	0.394035	1.0	405.21	0.6391	0.4583	1.0269	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T131742Z_xdp_drop_13000000.json
7000000	1	1	skb	no-touch	1	True	1207434.3	0.827512	1.0	2645.1	6.2209	0.665	0.9529	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T131830Z_xdp_drop_7000000.json
7000000	1	2	native	read-data	1	True	7000060.1	0.0	1.0	409.77	0.4432	0.8015	1.0146	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T131918Z_xdp_drop_7000000.json
7000000	1	3	skb	read-data	1	True	1204766.6	0.827893	1.0	2650.99	6.0587	0.6961	1.0201	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T132006Z_xdp_drop_7000000.json
7000000	1	4	native	no-touch	1	True	7000036.2	0.0	1.0	322.55	0.5458	0.7381	0.1222	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T132053Z_xdp_drop_7000000.json
14880952	1	1	native	read-data	1	True	7666878.3	0.482369	1.0	415.93	0.6509	0.4366	1.0154	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T132141Z_xdp_drop_14880952.json
14880952	1	2	skb	read-data	1	True	1208320.7	0.91388	1.0	2643.14	5.4261	0.6708	0.9511	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T132229Z_xdp_drop_14880952.json
14880952	1	3	skb	no-touch	1	True	1212246.5	0.916562	1.0	2634.57	4.9004	0.6735	0.9459	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T132317Z_xdp_drop_14880952.json
14880952	1	4	native	no-touch	1	True	13885958.6	0.062456	1.0	230.01	0.6578	0.4116	0.152	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T132405Z_xdp_drop_14880952.json
14880952	1	1	skb	read-data	0	True	1213034.7	0.917359	1.0	0.0	0.0	0.0	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T132452Z_xdp_drop_14880952.json
14880952	1	2	native	read-data	0	True	7675656.7	0.47923	1.0	0.0	0.0	0.0	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T132540Z_xdp_drop_14880952.json
14880952	1	3	skb	no-touch	0	True	1213649.3	0.911435	1.0	0.0	0.0	0.0	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T132628Z_xdp_drop_14880952.json
14880952	1	4	native	no-touch	0	True	14091287.6	0.048011	1.0	0.0	0.0	0.0	0.0	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T132716Z_xdp_drop_14880952.json
12500000	1	1	native	no-touch	1	True	12496508.5	0.0	1.0	245.03	0.4182	0.8568	0.1135	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T132804Z_xdp_drop_12500000.json
12500000	1	2	skb	no-touch	1	True	1205427.4	0.903358	1.0	2649.47	6.0316	0.7528	1.071	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T132852Z_xdp_drop_12500000.json
12500000	1	3	skb	read-data	1	True	1208633.4	0.901727	1.0	2642.36	5.6232	0.7368	1.0646	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T132939Z_xdp_drop_12500000.json
12500000	1	4	native	read-data	1	True	8067219.4	0.354149	1.0	395.44	0.6201	0.4271	0.9743	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T133027Z_xdp_drop_12500000.json
10000000	1	1	skb	read-data	1	True	1205293.3	0.879455	1.0	2649.78	5.8593	0.7862	1.1011	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T133115Z_xdp_drop_10000000.json
10000000	1	2	native	read-data	1	True	7872897.2	0.212675	1.0	405.33	0.6681	0.4315	1.0229	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T133203Z_xdp_drop_10000000.json
10000000	1	3	skb	no-touch	1	True	1212685.2	0.878512	1.0	2633.65	6.0131	0.6674	0.9448	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T133250Z_xdp_drop_10000000.json
10000000	1	4	native	no-touch	1	True	9999586.6	0.0	1.0	261.68	0.4928	0.6934	0.1418	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T133338Z_xdp_drop_10000000.json
12000000	1	1	skb	no-touch	1	True	1204542.8	0.899173	1.0	2651.49	5.6806	0.7482	1.058	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T133426Z_xdp_drop_12000000.json
12000000	1	2	native	read-data	1	True	7648575.4	0.361431	1.0	417.02	0.6545	0.4332	1.0102	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T133514Z_xdp_drop_12000000.json
12000000	1	3	skb	read-data	1	True	1208781.2	0.898911	1.0	2642.14	5.4863	0.6735	0.9445	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T133602Z_xdp_drop_12000000.json
12000000	1	4	native	no-touch	1	True	11996821.3	0.0	1.0	250.48	0.4261	0.8549	0.1034	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T133649Z_xdp_drop_12000000.json
4000000	1	1	skb	read-data	1	True	1207622.9	0.698093	1.0	2644.66	5.556	0.6623	0.958	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T133737Z_xdp_drop_4000000.json
4000000	1	2	native	read-data	1	True	3999961.7	0.0	1.0	536.36	0.5402	0.7658	1.0524	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T133825Z_xdp_drop_4000000.json
4000000	1	3	native	no-touch	1	True	3999972.2	0.0	1.0	407.64	0.4951	0.7674	0.1367	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T133913Z_xdp_drop_4000000.json
4000000	1	4	skb	no-touch	1	True	1211546.3	0.697113	1.0	2636.12	4.9574	0.6969	0.9972	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T134000Z_xdp_drop_4000000.json
750000	1	1	native	read-data	1	True	750001.3	0.0	1.0	590.74	0.5492	0.7761	1.0366	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T134048Z_xdp_drop_750000.json
750000	1	2	native	no-touch	1	True	750000.2	0.0	1.0	417.93	0.4993	0.7323	0.1645	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T134136Z_xdp_drop_750000.json
750000	1	3	skb	no-touch	1	True	749999.9	0.0	1.0	2903.54	7.0815	0.7678	0.8937	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T134224Z_xdp_drop_750000.json
750000	1	4	skb	read-data	1	True	750002.1	0.0	1.0	2908.7	7.066	0.767	0.8934	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T134312Z_xdp_drop_750000.json
6000000	1	1	native	read-data	1	True	6000164.0	0.0	1.0	436.66	0.5541	0.7615	1.0475	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T134359Z_xdp_drop_6000000.json
6000000	1	2	native	no-touch	1	True	6000138.7	0.0	1.0	349.07	0.5425	0.7646	0.1485	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T134447Z_xdp_drop_6000000.json
6000000	1	3	skb	read-data	1	True	1212003.3	0.798005	1.0	2635.16	5.8719	0.6612	0.9274	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T134535Z_xdp_drop_6000000.json
6000000	1	4	skb	no-touch	1	True	1215805.6	0.797367	1.0	2626.85	4.7046	0.6544	0.9208	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T134622Z_xdp_drop_6000000.json
3000000	1	1	native	no-touch	1	True	3000064.2	0.0	1.0	434.52	0.5268	0.7336	0.1347	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T134710Z_xdp_drop_3000000.json
3000000	1	2	skb	read-data	1	True	1213073.2	0.595652	1.0	2632.8	4.7868	0.6968	0.9647	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T134758Z_xdp_drop_3000000.json
3000000	1	3	native	read-data	1	True	3000065.8	0.0	1.0	600.67	0.5817	0.7451	1.0381	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T134846Z_xdp_drop_3000000.json
3000000	1	4	skb	no-touch	1	True	1219683.1	0.59345	1.0	2618.51	5.5362	0.7473	1.0441	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T134933Z_xdp_drop_3000000.json
14000000	1	1	native	no-touch	1	True	13910333.9	0.003702	1.0	229.5	0.6333	0.4021	0.1287	-	/home/luw/XDP3/data/paired/paired_4config_ring4096_20260824/cells/20260824T135021Z_xdp_drop_14000000.json
